,Full_County
2423,san-augustine-county-tx
2424,san-benito-county-ca
2425,san-bernardino-county-ca
2426,san-diego-county-ca
2427,san-francisco-county-ca
2428,san-jacinto-county-tx
2429,san-joaquin-county-ca
2430,san-juan-county-co
2431,san-juan-county-nm
2432,san-juan-county-ut
2433,san-juan-county-wa
2434,san-luis-obispo-county-ca
2435,san-mateo-county-ca
2436,san-miguel-county-co
2437,san-miguel-county-nm
2438,san-patricio-county-tx
2439,san-saba-county-tx
2440,sanborn-county-sd
2441,sandoval-county-nm
2442,sandusky-county-oh
2443,sangamon-county-il
2444,sanilac-county-mi
2445,santa-barbara-county-ca
2446,santa-clara-county-ca
2447,santa-cruz-county-az
2448,santa-cruz-county-ca
2449,santa-fe-county-nm
2450,santa-rosa-county-fl
2451,sarasota-county-fl
2452,saratoga-county-ny
2453,sargent-county-nd
2454,sarpy-county-ne
2455,sauk-county-wi
2456,saunders-county-ne
2457,sawyer-county-wi
2458,schenectady-county-ny
2459,schleicher-county-tx
2460,schley-county-ga
2461,schoharie-county-ny
2462,schoolcraft-county-mi
2463,schuyler-county-il
2464,schuyler-county-mo
2465,schuyler-county-ny
2466,schuylkill-county-pa
2467,scioto-county-oh
2468,scotland-county-mo
2469,scotland-county-nc
2470,scott-county-ar
2471,scott-county-il
2472,scott-county-in
2473,scott-county-ia
2474,scott-county-ks
2475,scott-county-ky
2476,scott-county-mn
2477,scott-county-ms
2478,scott-county-mo
2479,scott-county-tn
2480,scott-county-va
2481,scotts-bluff-county-ne
2482,screven-county-ga
2483,scurry-county-tx
2484,searcy-county-ar
2485,sebastian-county-ar
2486,sedgwick-county-ks
2487,seminole-county-fl
2488,seminole-county-ga
2489,seminole-county-ok
2490,seneca-county-ny
2491,seneca-county-oh
2492,sequatchie-county-tn
2493,sequoyah-county-ok
2494,sevier-county-ar
2495,sevier-county-tn
2496,seward-county-ks
2497,seward-county-ne
2498,shackelford-county-tx
2499,shannon-county-mo
2500,sharkey-county-ms
2501,sharp-county-ar
2502,shasta-county-ca
2503,shawano-county-wi
2504,shawnee-county-ks
2505,sheboygan-county-wi
2506,shelby-county-al
2507,shelby-county-il
2508,shelby-county-in
2509,shelby-county-ia
2510,shelby-county-ky
2511,shelby-county-mo
2512,shelby-county-oh
2513,shelby-county-tn
2514,shelby-county-tx
2515,shenandoah-county-va
2516,sherburne-county-mn
2517,sheridan-county-ks
2518,sheridan-county-ne
2519,sheridan-county-nd
2520,sheridan-county-wy
2521,sherman-county-ks
2522,sherman-county-ne
2523,sherman-county-or
2524,sherman-county-tx
2525,shiawassee-county-mi
2526,sibley-county-mn
2527,sierra-county-ca
2528,sierra-county-nm
2529,silver-bow-county-mt
2530,simpson-county-ky
2531,simpson-county-ms
2532,sioux-county-ia
2533,sioux-county-ne
2534,sioux-county-nd
2535,siskiyou-county-ca
2536,sitka-county-ak
2537,skagit-county-wa
2538,skamania-county-wa
2539,slope-county-nd
2540,smith-county-ks
2541,smith-county-ms
2542,smith-county-tn
2543,smith-county-tx
2544,smyth-county-va
2545,snohomish-county-wa
2546,snyder-county-pa
2547,socorro-county-nm
2548,solano-county-ca
2549,somerset-county-me
2550,somerset-county-md
2551,somerset-county-nj
2552,somerset-county-pa
2553,somervell-county-tx
2554,sonoma-county-ca
2555,southampton-county-va
2556,southeast-fairbanks-county-ak
2557,spalding-county-ga
2558,spartanburg-county-sc
2559,spencer-county-in
2560,spencer-county-ky
2561,spink-county-sd
2562,spokane-county-wa
2563,spotsylvania-county-va
2564,st.-bernard-county-la
2565,st.-charles-county-la
2566,st.-charles-county-mo
2567,st.-clair-county-al
2568,st.-clair-county-il
2569,st.-clair-county-mi
2570,st.-clair-county-mo
2571,st.-croix-county-wi
2572,st.-francis-county-ar
2573,st.-francois-county-mo
2574,st.-helena-county-la
2575,st.-james-county-la
2576,st.-john-the-baptist-county-la
2577,st.-johns-county-fl
2578,st.-joseph-county-in
2579,st.-joseph-county-mi
2580,st.-landry-county-la
2581,st.-lawrence-county-ny
2582,st.-louis-county-mn
2583,st.-louis-county-mo
2584,st.-louis-city-county-mo
2585,st.-lucie-county-fl
2586,st.-martin-county-la
2587,st.-mary-county-la
2588,st.-mary's-county-md
2589,st.-tammany-county-la
2590,stafford-county-ks
2591,stafford-county-va
2592,stanislaus-county-ca
2593,stanley-county-sd
2594,stanly-county-nc
2595,stanton-county-ks
2596,stanton-county-ne
2597,stark-county-il
2598,stark-county-nd
2599,stark-county-oh
2600,starke-county-in
2601,starr-county-tx
2602,staunton-county-va
2603,ste.-genevieve-county-mo
2604,stearns-county-mn
2605,steele-county-mn
2606,steele-county-nd
2607,stephens-county-ga
2608,stephens-county-ok
2609,stephens-county-tx
2610,stephenson-county-il
2611,steuben-county-in
2612,steuben-county-ny
2613,stevens-county-ks
2614,stevens-county-mn
2615,stevens-county-wa
2616,stewart-county-ga
2617,stewart-county-tn
2618,stillwater-county-mt
2619,stoddard-county-mo
2620,stokes-county-nc
2621,stone-county-ar
2622,stone-county-ms
2623,stone-county-mo
2624,storey-county-nv
2625,story-county-ia
2626,strafford-county-nh
2627,stutsman-county-nd
2628,sublette-county-wy
2629,suffolk-county-ma
2630,suffolk-county-ny
2631,suffolk-county-va
2632,sullivan-county-in
2633,sullivan-county-mo
2634,sullivan-county-nh
2635,sullivan-county-ny
2636,sullivan-county-pa
2637,sullivan-county-tn
2638,sully-county-sd
2639,summers-county-wv
2640,summit-county-co
2641,summit-county-oh
2642,summit-county-ut
2643,sumner-county-ks
2644,sumner-county-tn
2645,sumter-county-al
2646,sumter-county-fl
2647,sumter-county-ga
2648,sumter-county-sc
2649,sunflower-county-ms
2650,surry-county-nc
2651,surry-county-va
2652,susquehanna-county-pa
2653,sussex-county-de
2654,sussex-county-nj
2655,sussex-county-va
2656,sutter-county-ca
2657,sutton-county-tx
2658,suwannee-county-fl
2659,swain-county-nc
2660,sweetwater-county-wy
2661,swift-county-mn
2662,swisher-county-tx
2663,switzerland-county-in
2664,talbot-county-ga
2665,talbot-county-md
2666,taliaferro-county-ga
2667,talladega-county-al
2668,tallahatchie-county-ms
2669,tallapoosa-county-al
2670,tama-county-ia
2671,taney-county-mo
2672,tangipahoa-county-la
2673,taos-county-nm
2674,tarrant-county-tx
2675,tate-county-ms
2676,tattnall-county-ga
2677,taylor-county-fl
2678,taylor-county-ga
2679,taylor-county-ia
2680,taylor-county-ky
2681,taylor-county-tx
2682,taylor-county-wv
2683,taylor-county-wi
2684,tazewell-county-il
2685,tazewell-county-va
2686,tehama-county-ca
2687,telfair-county-ga
2688,teller-county-co
2689,tensas-county-la
2690,terrebonne-county-la
2691,terrell-county-ga
2692,terrell-county-tx
2693,terry-county-tx
2694,teton-county-id
2695,teton-county-wy
2696,texas-county-mo
2697,texas-county-ok
2698,thayer-county-ne
2699,thomas-county-ga
2700,thomas-county-ks
2701,thomas-county-ne
2702,throckmorton-county-tx
2703,thurston-county-ne
2704,thurston-county-wa
2705,tift-county-ga
2706,tillamook-county-or
2707,tillman-county-ok
2708,tioga-county-ny
2709,tioga-county-pa
2710,tippah-county-ms
2711,tippecanoe-county-in
2712,tipton-county-in
2713,tipton-county-tn
2714,tishomingo-county-ms
2715,titus-county-tx
2716,todd-county-ky
2717,todd-county-mn
2718,todd-county-sd
2719,tolland-county-ct
2720,tom-green-county-tx
2721,tompkins-county-ny
2722,tooele-county-ut
2723,toole-county-mt
2724,toombs-county-ga
2725,torrance-county-nm
2726,towns-county-ga
2727,traill-county-nd
2728,transylvania-county-nc
2729,traverse-county-mn
2730,travis-county-tx
2731,treasure-county-mt
2732,trego-county-ks
2733,trempealeau-county-wi
2734,treutlen-county-ga
2735,trigg-county-ky
2736,trimble-county-ky
2737,trinity-county-ca
2738,trinity-county-tx
2739,tripp-county-sd
2740,troup-county-ga
2741,trousdale-county-tn
2742,trumbull-county-oh
2743,tucker-county-wv
2744,tulare-county-ca
2745,tulsa-county-ok
2746,tunica-county-ms
2747,tuolumne-county-ca
2748,turner-county-ga
2749,turner-county-sd
2750,tuscaloosa-county-al
2751,tuscarawas-county-oh
2752,tuscola-county-mi
2753,twiggs-county-ga
2754,twin-falls-county-id
2755,tyler-county-tx
2756,tyler-county-wv
2757,tyrrell-county-nc
2758,uinta-county-wy
2759,ulster-county-ny
2760,umatilla-county-or
2761,unassigned-county-al
2762,unassigned-county-ak
2763,unassigned-county-az
2764,unassigned-county-ar
2765,unassigned-county-ca
2766,unassigned-county-ct
2767,unassigned-county-de
2768,unassigned-county-fl
2769,unassigned-county-ga
2770,unassigned-county-hi
2771,unassigned-county-id
2772,unassigned-county-il
2773,unassigned-county-in
2774,unassigned-county-ia
2775,unassigned-county-ks
2776,unassigned-county-ky
2777,unassigned-county-la
2778,unassigned-county-me
2779,unassigned-county-md
2780,unassigned-county-ma
2781,unassigned-county-mi
2782,unassigned-county-mn
2783,unassigned-county-ms
2784,unassigned-county-mo
2785,unassigned-county-mt
2786,unassigned-county-ne
2787,unassigned-county-nv
2788,unassigned-county-nh
2789,unassigned-county-nj
2790,unassigned-county-nm
2791,unassigned-county-ny
2792,unassigned-county-nc
2793,unassigned-county-nd
2794,unassigned-county-oh
2795,unassigned-county-ok
2796,unassigned-county-or
2797,unassigned-county-pa
2798,unassigned-county-ri
2799,unassigned-county-sc
2800,unassigned-county-sd
2801,unassigned-county-tn
2802,unassigned-county-tx
2803,unassigned-county-ut
2804,unassigned-county-vt
2805,unassigned-county-va
2806,unassigned-county-wa
2807,unassigned-county-wv
2808,unassigned-county-wi
2809,unassigned-county-wy
2810,unicoi-county-tn
2811,union-county-ar
2812,union-county-fl
2813,union-county-ga
2814,union-county-il
2815,union-county-in
2816,union-county-ia
2817,union-county-ky
2818,union-county-la
2819,union-county-ms
2820,union-county-nj
2821,union-county-nm
2822,union-county-nc
2823,union-county-oh
2824,union-county-or
2825,union-county-pa
2826,union-county-sc
2827,union-county-sd
2828,union-county-tn
2829,upshur-county-tx
2830,upshur-county-wv
2831,upson-county-ga
2832,upton-county-tx
2833,utah-county-ut
2834,uvalde-county-tx
2835,val-verde-county-tx
2836,valdez-cordova-county-ak
2837,valencia-county-nm
2838,valley-county-id
2839,valley-county-mt
2840,valley-county-ne
2841,van-buren-county-ar
2842,van-buren-county-ia
2843,van-buren-county-mi
2844,van-buren-county-tn
2845,van-wert-county-oh
2846,van-zandt-county-tx
2847,vance-county-nc
2848,vanderburgh-county-in
2849,venango-county-pa
2850,ventura-county-ca
2851,vermilion-county-il
2852,vermilion-county-la
2853,vermillion-county-in
2854,vernon-county-la
2855,vernon-county-mo
2856,vernon-county-wi
2857,victoria-county-tx
2858,vigo-county-in
2859,vilas-county-wi
2860,vinton-county-oh
2861,virginia-beach-county-va
2862,volusia-county-fl
2863,wabash-county-il
2864,wabash-county-in
2865,wabasha-county-mn
2866,wabaunsee-county-ks
2867,wadena-county-mn
2868,wagoner-county-ok
2869,wahkiakum-county-wa
2870,wake-county-nc
2871,wakulla-county-fl
2872,waldo-county-me
2873,walker-county-al
2874,walker-county-ga
2875,walker-county-tx
2876,walla-walla-county-wa
2877,waller-county-tx
2878,wallowa-county-or
2879,walsh-county-nd
2880,walthall-county-ms
2881,walton-county-fl
2882,walton-county-ga
2883,walworth-county-sd
2884,walworth-county-wi
2885,wapello-county-ia
2886,ward-county-nd
2887,ward-county-tx
2888,ware-county-ga
2889,warren-county-ga
2890,warren-county-il
2891,warren-county-in
2892,warren-county-ia
2893,warren-county-ky
2894,warren-county-ms
2895,warren-county-mo
2896,warren-county-nj
2897,warren-county-ny
2898,warren-county-nc
2899,warren-county-oh
2900,warren-county-pa
2901,warren-county-tn
2902,warren-county-va
2903,warrick-county-in
2904,wasatch-county-ut
2905,wasco-county-or
2906,waseca-county-mn
2907,washakie-county-wy
2908,washburn-county-wi
2909,washington-county-al
2910,washington-county-ar
2911,washington-county-co
2912,washington-county-fl
2913,washington-county-ga
2914,washington-county-id
2915,washington-county-il
2916,washington-county-in
2917,washington-county-ia
2918,washington-county-ks
2919,washington-county-ky
2920,washington-county-la
2921,washington-county-me
2922,washington-county-md
2923,washington-county-mn
2924,washington-county-ms
2925,washington-county-mo
2926,washington-county-ne
2927,washington-county-ny
2928,washington-county-nc
2929,washington-county-oh
2930,washington-county-ok
2931,washington-county-or
2932,washington-county-pa
2933,washington-county-ri
2934,washington-county-tn
2935,washington-county-tx
2936,washington-county-vt
2937,washington-county-va
2938,washington-county-wi
2939,washita-county-ok
2940,washoe-county-nv
2941,washtenaw-county-mi
2942,watauga-county-nc
2943,watonwan-county-mn
2944,waukesha-county-wi
2945,waupaca-county-wi
2946,waushara-county-wi
2947,wayne-county-ga
2948,wayne-county-il
2949,wayne-county-in
2950,wayne-county-ia
2951,wayne-county-ky
2952,wayne-county-mi
2953,wayne-county-ms
2954,wayne-county-mo
2955,wayne-county-ne
2956,wayne-county-ny
2957,wayne-county-nc
2958,wayne-county-oh
2959,wayne-county-pa
2960,wayne-county-tn
2961,wayne-county-wv
2962,waynesboro-county-va
2963,weakley-county-tn
2964,webb-county-tx
2965,webster-county-ga
2966,webster-county-ia
2967,webster-county-ky
2968,webster-county-la
2969,webster-county-ms
2970,webster-county-mo
2971,webster-county-ne
2972,webster-county-wv
2973,weld-county-co
2974,wells-county-in
2975,wells-county-nd
2976,west-baton-rouge-county-la
2977,west-carroll-county-la
2978,west-feliciana-county-la
2979,westchester-county-ny
2980,westmoreland-county-pa
2981,westmoreland-county-va
2982,weston-county-wy
2983,wetzel-county-wv
2984,wexford-county-mi
2985,wharton-county-tx
2986,whatcom-county-wa
2987,wheatland-county-mt
2988,wheeler-county-ga
2989,wheeler-county-ne
2990,wheeler-county-or
2991,wheeler-county-tx
2992,white-county-ar
2993,white-county-ga
2994,white-county-il
2995,white-county-in
2996,white-county-tn
2997,white-pine-county-nv
2998,whiteside-county-il
2999,whitfield-county-ga
3000,whitley-county-in
3001,whitley-county-ky
3002,whitman-county-wa
3003,wichita-county-tx
3004,wicomico-county-md
3005,wilbarger-county-tx
3006,wilcox-county-al
3007,wilcox-county-ga
3008,wilkes-county-ga
3009,wilkes-county-nc
3010,wilkin-county-mn
3011,wilkinson-county-ga
3012,wilkinson-county-ms
3013,will-county-il
3014,willacy-county-tx
3015,williams-county-nd
3016,williams-county-oh
3017,williamsburg-county-sc
3018,williamsburg-county-va
3019,williamson-county-il
3020,williamson-county-tn
3021,williamson-county-tx
3022,wilson-county-ks
3023,wilson-county-nc
3024,wilson-county-tn
3025,wilson-county-tx
3026,winchester-county-va
3027,windham-county-ct
3028,windham-county-vt
3029,windsor-county-vt
3030,winkler-county-tx
3031,winn-county-la
3032,winnebago-county-il
3033,winnebago-county-ia
3034,winnebago-county-wi
3035,winneshiek-county-ia
3036,winona-county-mn
3037,winston-county-al
3038,winston-county-ms
3039,wirt-county-wv
3040,wise-county-tx
3041,wise-county-va
3042,wolfe-county-ky
3043,wood-county-oh
3044,wood-county-tx
3045,wood-county-wv
3046,wood-county-wi
3047,woodbury-county-ia
3048,woodford-county-il
3049,woodford-county-ky
3050,woodruff-county-ar
3051,woods-county-ok
3052,woodson-county-ks
3053,woodward-county-ok
3054,worcester-county-md
3055,worcester-county-ma
3056,worth-county-ga
3057,worth-county-ia
3058,worth-county-mo
3059,wrangell-county-ak
3060,wright-county-ia
3061,wright-county-mn
3062,wright-county-mo
3063,wyandot-county-oh
3064,wyandotte-county-ks
3065,wyoming-county-ny
3066,wyoming-county-pa
3067,wyoming-county-wv
3068,wythe-county-va
3069,yadkin-county-nc
3070,yakima-county-wa
3071,yalobusha-county-ms
3072,yamhill-county-or
3073,yancey-county-nc
3074,yankton-county-sd
3075,yates-county-ny
3076,yavapai-county-az
3077,yazoo-county-ms
3078,yell-county-ar
3079,yellow-medicine-county-mn
3080,yellowstone-county-mt
3081,yoakum-county-tx
3082,yolo-county-ca
3083,york-county-me
3084,york-county-ne
3085,york-county-pa
3086,york-county-sc
3087,york-county-va
3088,young-county-tx
3089,yuba-county-ca
3090,yukon-koyukuk-county-ak
3091,yuma-county-az
3092,yuma-county-co
3093,zapata-county-tx
3094,zavala-county-tx
3095,ziebach-county-sd
3096,
3097,
3098,
3099,
3100,
3101,
3102,hickory-county-mo
3103,dukes-county-ma
3104,nantucket-county-ma
3105,ontonagon-county-mi
